25,6,17,0,0,73,0, 0:00:07
25,6,17,0,0,72,0, 0:00:18
25,6,17,0,0,73,0, 0:00:28
25,6,17,0,0,73,0, 0:00:38
25,6,17,0,0,73,0, 0:00:48
25,6,17,0,0,73,0, 0:00:58
25,6,17,0,0,72,0, 0:01:08
25,6,17,1,0,73,0, 0:01:18
25,6,17,0,0,73,0, 0:01:28
25,6,17,1,0,73,0, 0:01:38
25,6,17,0,0,72,0, 0:01:48
25,6,17,0,0,72,0, 0:01:58
25,6,17,0,0,73,0, 0:02:08
25,6,17,0,0,73,0, 0:02:18
25,6,17,0,0,73,0, 0:02:28
25,6,17,0,0,73,0, 0:02:38
25,6,17,0,0,72,0, 0:02:48
25,6,17,0,0,73,0, 0:02:58
25,6,17,1,0,71,0, 0:03:08
25,6,17,0,0,72,0, 0:03:18
25,6,17,0,0,72,0, 0:03:29
25,6,17,0,0,73,0, 0:03:39
25,6,17,0,0,72,0, 0:03:49
25,6,17,0,0,72,0, 0:03:59
25,6,17,0,0,72,0, 0:04:09
25,6,17,0,0,72,0, 0:04:19
25,6,17,0,0,72,0, 0:04:29
25,6,17,0,0,73,0, 0:04:39
25,6,17,0,0,72,0, 0:04:49
25,6,17,0,0,72,0, 0:04:59
25,6,17,0,0,72,0, 0:05:09
25,6,17,0,0,72,0, 0:05:19
25,6,17,0,0,72,0, 0:05:29
25,6,17,0,0,72,0, 0:05:39
25,6,17,0,0,72,0, 0:05:49
25,6,17,1,0,72,0, 0:05:59
25,6,17,0,0,72,0, 0:06:09
25,6,17,0,0,72,0, 0:06:19
25,6,17,0,0,72,0, 0:06:30
25,6,17,0,0,72,0, 0:06:40
25,6,17,0,0,72,0, 0:06:50
25,6,17,0,0,72,0, 0:07:00
25,6,17,0,0,72,0, 0:07:10
25,6,17,0,0,72,0, 0:07:20
25,6,17,0,0,72,0, 0:07:30
25,6,17,0,0,72,0, 0:07:40
25,6,17,1,0,72,0, 0:07:50
25,6,17,0,0,72,0, 0:08:00
25,6,17,1,0,71,0, 0:08:10
25,6,17,0,0,72,0, 0:08:20
25,6,17,0,0,72,0, 0:08:30
25,6,17,0,0,72,0, 0:08:40
25,6,17,0,0,71,0, 0:08:50
25,6,17,0,0,71,0, 0:09:00
25,6,17,0,0,71,0, 0:09:10
25,6,17,0,0,72,0, 0:09:20
25,6,17,0,0,72,0, 0:09:30
25,6,17,0,0,72,0, 0:09:41
25,6,17,0,0,71,0, 0:09:51
25,6,17,0,0,71,0, 0:10:01
25,6,17,0,0,71,0, 0:10:11
25,6,17,0,0,71,0, 0:10:21
25,6,17,0,0,72,0, 0:10:31
25,6,17,0,0,72,0, 0:10:41
25,6,17,0,0,71,0, 0:10:51
25,6,17,0,0,71,0, 0:11:01
25,6,17,0,0,71,0, 0:11:11
25,6,17,0,0,71,0, 0:11:21
25,6,17,0,0,71,0, 0:11:31
25,6,17,0,0,72,0, 0:11:41
25,6,17,0,0,71,0, 0:11:51
25,6,17,0,0,72,0, 0:12:01
25,6,17,0,0,71,0, 0:12:11
25,6,17,0,0,72,0, 0:12:21
25,6,17,0,0,72,0, 0:12:31
25,6,17,0,0,72,0, 0:12:41
25,6,17,0,0,71,0, 0:12:52
25,6,17,0,0,72,0, 0:13:02
25,6,17,1,0,72,0, 0:13:12
25,6,17,0,0,72,0, 0:13:22
25,6,17,1,0,72,0, 0:13:32
25,6,17,0,0,72,0, 0:13:42
25,6,17,0,0,72,0, 0:13:52
25,6,17,0,0,71,0, 0:14:02
